iter	Accuracy	MultiClass
167	0.9907407407	0.843212795
168	0.9907407407	0.8377067191
169	0.9933862434	0.8324216543
170	0.9933862434	0.8278632
171	0.9947089947	0.8228095134
172	0.996031746	0.8190350972
173	0.996031746	0.8150377598
174	0.996031746	0.8113028381
175	0.996031746	0.8087971639
176	0.996031746	0.8050170603
177	0.9947089947	0.7989204068
178	0.9933862434	0.7939330995
179	0.9947089947	0.7890025844
180	0.996031746	0.7845434573
181	0.9973544974	0.7804543076
182	0.9973544974	0.7765301003
183	0.9973544974	0.7736368386
184	0.9986772487	0.7682838907
185	0.9986772487	0.7625373889
186	0.9986772487	0.76019474
187	0.9986772487	0.7562222074
188	0.9986772487	0.750119999
189	0.9986772487	0.7448159067
190	0.9986772487	0.740001186
191	0.9986772487	0.736853028
192	0.9986772487	0.7334796836
193	0.9986772487	0.7311895305
194	0.9986772487	0.7266369283
195	0.9986772487	0.7248828002
196	0.9986772487	0.7186339957
197	0.9986772487	0.7154699966
198	0.9986772487	0.7130249657
199	0.9986772487	0.7077811998
200	0.9986772487	0.7025486754
201	0.9986772487	0.6976314513
202	0.9986772487	0.696127041
203	0.9986772487	0.6921103341
204	0.9986772487	0.6879161959
205	0.9986772487	0.6844372023
206	0.9986772487	0.6808603187
207	0.9986772487	0.6768053321
208	0.9986772487	0.6731728562
209	0.9986772487	0.6706924196
210	0.9986772487	0.6665294109
211	0.9986772487	0.6629597998
212	0.9986772487	0.6596990865
213	0.9986772487	0.6556334611
214	0.9986772487	0.6521706453
215	0.9986772487	0.6487531856
216	0.9986772487	0.6445884047
217	0.9986772487	0.6406652375
218	0.9986772487	0.6387932257
219	0.9986772487	0.6351428439
220	0.9986772487	0.631579345
221	0.9986772487	0.6284046866
222	0.9986772487	0.6244836961
223	1	0.6196025287
224	0.9986772487	0.6164335787
225	1	0.6111706113
226	1	0.6078304428
227	1	0.6036862581
228	1	0.5997628652
229	1	0.5968173846
230	1	0.5940457125
231	1	0.5905213901
232	1	0.5863896144
233	1	0.5822620348
234	1	0.5794188476
235	1	0.577082118
236	1	0.5736562395
237	1	0.5695709169
238	1	0.5671965279
239	1	0.5642488227
240	1	0.5609793283
241	1	0.5571363549
242	1	0.5533499764
243	1	0.549693451
244	1	0.5462106195
245	1	0.5433417342
246	1	0.5400406317
247	1	0.5390343701
248	1	0.5370312942
249	1	0.5337315881
250	1	0.5316972319
251	1	0.5295155766
252	1	0.5270602943
253	1	0.5242430382
254	1	0.5227731531
255	1	0.5196649926
256	1	0.5174035061
257	1	0.5138408808
258	1	0.5117789988
259	1	0.5078946246
260	1	0.5056384642
261	1	0.5036948869
262	1	0.5010257479
263	1	0.4985829425
264	1	0.4955213026
265	1	0.492772029
266	1	0.4919995768
267	1	0.4903782609
268	1	0.4876346024
269	1	0.4860502098
270	1	0.4837743647
271	1	0.4825424219
272	1	0.4808928507
273	1	0.4785681139
274	1	0.4753901486
275	1	0.4730466512
276	1	0.4710118192
277	1	0.4684498053
278	1	0.4661502701
279	1	0.4633276552
280	1	0.4603213957
281	1	0.4588991075
282	1	0.4565162125
283	1	0.4546291331
284	1	0.4524244986
285	1	0.4506335657
286	1	0.4480601076
287	1	0.4453652054
288	1	0.442806807
289	1	0.4409210946
290	1	0.4393080587
291	1	0.4373470176
292	1	0.4345898724
293	1	0.4324945273
294	1	0.4302993015
295	1	0.4284923786
296	1	0.4261617668
297	1	0.4251833169
298	1	0.4228637481
299	1	0.4208175539
300	1	0.4188100436
301	1	0.4170575702
302	1	0.4150495658
303	1	0.4136861084
304	1	0.4113906309
305	1	0.4091279974
306	1	0.406974992
307	1	0.4052864069
308	1	0.4037037293
309	1	0.4015974983
310	1	0.4002622056
311	1	0.3985340023
312	1	0.3976972059
313	1	0.395214285
314	1	0.3932010058
315	1	0.3918218682
316	1	0.3900465048
317	1	0.3881239568
318	1	0.3862739772
319	1	0.3838341564
320	1	0.3824402389
321	1	0.3804834851
322	1	0.3784617024
323	1	0.3763631896
324	1	0.3741292341
325	1	0.3723129835
326	1	0.3707219384
327	1	0.369098765
328	1	0.3668037746
329	1	0.3650692234
330	1	0.3633506012
331	1	0.3620901108
332	1	0.3604475593
333	1	0.3596000488
334	1	0.3579399171
335	1	0.3568318922
336	1	0.355457855
337	1	0.3537822478
338	1	0.3521447254
339	1	0.3510370229
340	1	0.3496915917
341	1	0.3483955459
342	1	0.3461324993
343	1	0.3448948682
344	1	0.3436348076
345	1	0.3419104636
346	1	0.3401065445
347	1	0.3380634908
348	1	0.3365549478
349	1	0.334869658
350	1	0.3333793524
351	1	0.3320024502
352	1	0.3309848361
353	1	0.329974573
354	1	0.3292621508
355	1	0.3273794736
356	1	0.3265868126
357	1	0.3253343382
358	1	0.3234032591
359	1	0.3222621713
360	1	0.3211276117
361	1	0.3198595341
362	1	0.3186540394
363	1	0.3172252893
364	1	0.3157470616
365	1	0.3148823317
366	1	0.3134469286
367	1	0.3127474522
368	1	0.3113829967
369	1	0.3100083336
370	1	0.3089342395
371	1	0.3073954588
372	1	0.3057357572
373	1	0.3046751865
374	1	0.3034638962
375	1	0.3020778631
376	1	0.3007262813
377	1	0.2997518309
378	1	0.2986398929
379	1	0.2977982595
380	1	0.2967872568
381	1	0.2954920164
382	1	0.2938736352
383	1	0.2927602024
384	1	0.2918227524
385	1	0.2907822715
386	1	0.2897136877
387	1	0.2885049375
388	1	0.2873728367
389	1	0.2860880083
390	1	0.285447131
391	1	0.2845953327
392	1	0.2831932901
393	1	0.2817630888
394	1	0.2804277084
395	1	0.2790792707
396	1	0.2781553572
397	1	0.2770498746
398	1	0.2755543477
399	1	0.2742067759
400	1	0.2735633069
401	1	0.2723212116
402	1	0.2711620349
403	1	0.2699751697
404	1	0.2690735838
405	1	0.2678647676
406	1	0.2670585778
407	1	0.2662771159
408	1	0.2653351404
409	1	0.2644144457
410	1	0.2635467454
411	1	0.262473797
412	1	0.2612975422
413	1	0.2603488176
414	1	0.2594979453
415	1	0.2584845966
416	1	0.2571871545
417	1	0.25606156
418	1	0.2552242093
419	1	0.2539722286
420	1	0.2530884634
421	1	0.2519372544
422	1	0.2513964351
423	1	0.2507441694
424	1	0.2494490821
425	1	0.2486712848
426	1	0.2483454363
427	1	0.2479294337
428	1	0.2472748089
429	1	0.2465603859
430	1	0.2458067385
431	1	0.2453692507
432	1	0.244595559
433	1	0.2437020903
434	1	0.2426876464
435	1	0.2418234975
436	1	0.2413462769
437	1	0.2405300802
438	1	0.2395178173
439	1	0.2386384327
440	1	0.2375303922
441	1	0.2370607881
442	1	0.2367986725
443	1	0.2359431984
444	1	0.23528929
445	1	0.234507678
446	1	0.2338903817
447	1	0.2332864767
448	1	0.2326281699
449	1	0.2317407735
450	1	0.2308853925
451	1	0.2298183067
452	1	0.2288686524
453	1	0.2279716741
454	1	0.2269482652
455	1	0.2261453223
456	1	0.2250941851
457	1	0.2244498036
458	1	0.223599134
459	1	0.2232910704
460	1	0.2224356716
461	1	0.2214861846
462	1	0.2205509707
463	1	0.2197900959
464	1	0.2190110547
465	1	0.2182930523
466	1	0.2175784838
467	1	0.2167019757
468	1	0.2159461905
469	1	0.2151724803
470	1	0.2145408922
471	1	0.2141129198
472	1	0.2133322147
473	1	0.2125852198
474	1	0.2117869843
475	1	0.2115570715
476	1	0.2108114616
477	1	0.2103373507
478	1	0.2096505885
479	1	0.2086950326
480	1	0.2081649177
481	1	0.2074719306
482	1	0.2065672281
483	1	0.2060071102
484	1	0.2051827515
485	1	0.2045552211
486	1	0.2040296027
487	1	0.2032666317
488	1	0.202659447
489	1	0.2018872669
490	1	0.20111009
491	1	0.2005224417
492	1	0.1995832842
493	1	0.1990150091
494	1	0.1983666558
495	1	0.1979079422
496	1	0.1971362252
497	1	0.1963854202
498	1	0.1954438705
499	1	0.1951210816
500	1	0.194587467
501	1	0.1939679902
502	1	0.1932825445
503	1	0.1926033253
504	1	0.1919199415
505	1	0.1913425593
506	1	0.1908704339
507	1	0.1902891378
508	1	0.1900426326
509	1	0.1892936158
510	1	0.1887608995
511	1	0.187961136
512	1	0.1872760522
513	1	0.1865226476
514	1	0.1858850111
515	1	0.1853228458
516	1	0.184549364
517	1	0.1838900566
518	1	0.1832840954
519	1	0.1827729716
520	1	0.18210946
521	1	0.1817009276
522	1	0.1811949878
523	1	0.1809651594
524	1	0.1801901869
525	1	0.1799132119
526	1	0.1791812625
527	1	0.1785525792
528	1	0.1782119513
529	1	0.1775673381
530	1	0.1771804253
531	1	0.1765331476
532	1	0.1758989433
533	1	0.1751901831
534	1	0.1744883562
535	1	0.1740809442
536	1	0.1734833544
537	1	0.1729315468
538	1	0.1724261837
539	1	0.1718015914
540	1	0.1711981881
541	1	0.1705329335
542	1	0.1701886315
543	1	0.169780064
544	1	0.1693207538
545	1	0.1689503871
546	1	0.1683576077
547	1	0.1678516753
548	1	0.1673643859
549	1	0.1670373366
550	1	0.1667931581
551	1	0.166389168
552	1	0.1656886444
553	1	0.1650453908
554	1	0.1646105479
555	1	0.1641185531
556	1	0.163738873
557	1	0.1632017455
558	1	0.1629151073
559	1	0.1623439524
560	1	0.1621077073
561	1	0.1615821627
562	1	0.1610238343
563	1	0.1604613917
564	1	0.1601222475
565	1	0.1599031297
566	1	0.159408657
567	1	0.158938071
568	1	0.1585718063
569	1	0.1582465009
570	1	0.1577302556
571	1	0.157290329
572	1	0.1570905921
573	1	0.156514151
574	1	0.1560521295
575	1	0.1556255303
576	1	0.155149354
577	1	0.1546564166
578	1	0.1540837794
579	1	0.1537540724
580	1	0.1534214762
581	1	0.1530697979
582	1	0.1525532039
583	1	0.1522399472
584	1	0.151866024
585	1	0.1516167822
586	1	0.1513312644
587	1	0.1508773739
588	1	0.1504521123
589	1	0.1500689944
590	1	0.1496724644
591	1	0.1491763841
592	1	0.1488680522
593	1	0.1482981868
594	1	0.1479737844
595	1	0.147545199
596	1	0.147113292
597	1	0.1466015155
598	1	0.1463473808
599	1	0.1459310176
600	1	0.145465998
601	1	0.1450499262
602	1	0.1445314797
603	1	0.1440767195
604	1	0.1437890438
605	1	0.1435531929
606	1	0.1433179762
607	1	0.1429441934
608	1	0.1425081671
609	1	0.1421263596
610	1	0.1417818238
611	1	0.1413982612
612	1	0.1409803289
613	1	0.1405574425
614	1	0.1401304726
615	1	0.1398336135
616	1	0.1394635329
617	1	0.1390640006
618	1	0.1385954077
619	1	0.138156117
620	1	0.137737249
621	1	0.1374305001
622	1	0.1371404435
623	1	0.1367819362
624	1	0.1365380881
625	1	0.136173664
626	1	0.1358646509
627	1	0.1354838399
628	1	0.1351733624
629	1	0.134818812
630	1	0.1345298125
631	1	0.134146715
632	1	0.1337239082
633	1	0.1334077248
634	1	0.1330432674
635	1	0.1326080052
636	1	0.1321654073
637	1	0.1318377781
638	1	0.1315787445
639	1	0.1311448155
640	1	0.1308491169
641	1	0.1304050969
642	1	0.1300821299
643	1	0.1297424054
644	1	0.1293419275
645	1	0.1290173084
646	1	0.1288927561
647	1	0.1285232665
648	1	0.1282575304
649	1	0.1278841765
650	1	0.1275944609
651	1	0.1273265234
652	1	0.1269201301
653	1	0.1266462593
654	1	0.1262866744
655	1	0.1259648355
656	1	0.1255719362
657	1	0.1253957193
658	1	0.125170028
659	1	0.1248248865
660	1	0.1245496463
661	1	0.1243037696
662	1	0.1240572307
663	1	0.1238836459
664	1	0.1235802831
665	1	0.1232318559
666	1	0.1230025583
667	1	0.1227343247
668	1	0.1224553842
669	1	0.1221799025
670	1	0.1219700027
671	1	0.1216655344
672	1	0.1212963273
673	1	0.1209549428
674	1	0.1206635964
675	1	0.1203269835
676	1	0.1199923602
677	1	0.1197056936
678	1	0.1193384195
679	1	0.1191084246
680	1	0.1188533436
681	1	0.1185096673
682	1	0.1182312986
683	1	0.1178903921
684	1	0.1176656517
685	1	0.1173929332
686	1	0.1170942813
687	1	0.1168116518
688	1	0.1166638906
689	1	0.1164667412
690	1	0.1162261023
691	1	0.1159199016
692	1	0.1156334646
693	1	0.1153895652
694	1	0.1150564347
695	1	0.1147506628
696	1	0.1144422266
697	1	0.1141513467
698	1	0.1138510744
699	1	0.1135250034
700	1	0.1132311004
701	1	0.1129375656
702	1	0.1127120633
703	1	0.1124419089
704	1	0.1121512604
705	1	0.1119486503
706	1	0.1116321449
707	1	0.111461305
708	1	0.1112387828
709	1	0.1110191298
710	1	0.1107967294
711	1	0.1104577374
712	1	0.1103060143
713	1	0.1100488155
714	1	0.109856047
715	1	0.1095972687
716	1	0.1095247632
717	1	0.109312339
718	1	0.1090471004
719	1	0.1088187115
720	1	0.1086622073
721	1	0.1085297403
722	1	0.1083027189
723	1	0.1081082729
724	1	0.1078085027
725	1	0.107609067
726	1	0.1074682599
727	1	0.1072561853
728	1	0.1069962054
729	1	0.1068300853
730	1	0.1066410775
731	1	0.1063399615
732	1	0.1060800755
733	1	0.1058151242
734	1	0.105537208
735	1	0.1053432708
736	1	0.1050707803
737	1	0.1049002024
738	1	0.1047310279
739	1	0.1044393416
740	1	0.1042144638
741	1	0.104035246
742	1	0.1038173036
743	1	0.1035481782
744	1	0.1032860297
745	1	0.103046618
746	1	0.102863546
747	1	0.1026454
748	1	0.1023908628
749	1	0.1021224762
750	1	0.101907333
751	1	0.1016964352
752	1	0.1013735825
753	1	0.1012062709
754	1	0.1009917273
755	1	0.1008552535
756	1	0.1006116199
757	1	0.1004247702
758	1	0.1001870221
759	1	0.09994200114
760	1	0.09973287623
761	1	0.09950855376
762	1	0.09925082969
763	1	0.09900911442
764	1	0.0988445123
765	1	0.09860639553
766	1	0.09836706353
767	1	0.09818654504
768	1	0.09799414255
769	1	0.09772421271
770	1	0.09747473411
771	1	0.09734665822
772	1	0.09710552188
773	1	0.09699951723
774	1	0.09683033219
775	1	0.0965966103
776	1	0.09645031232
777	1	0.09628929925
778	1	0.0960543509
779	1	0.09588916187
780	1	0.09567942901
781	1	0.09548197771
782	1	0.09532741276
783	1	0.09509307382
784	1	0.09490474289
785	1	0.09470813235
786	1	0.0944675033
787	1	0.09430500007
788	1	0.09405821366
789	1	0.09390646265
790	1	0.09372600563
791	1	0.0935228016
792	1	0.09341081698
793	1	0.09326072183
794	1	0.09299045303
795	1	0.09280899606
796	1	0.09264401037
797	1	0.0924982098
798	1	0.09229485126
799	1	0.0920634711
800	1	0.0918353885
801	1	0.09166421232
802	1	0.09154163348
803	1	0.09131754103
804	1	0.09110635756
805	1	0.09092719776
806	1	0.09074304591
807	1	0.09056391585
808	1	0.09045463517
809	1	0.09030527221
810	1	0.09006435029
811	1	0.08986817847
812	1	0.08969621379
813	1	0.08946290926
814	1	0.08929266165
815	1	0.08910631159
816	1	0.08898963483
817	1	0.08883038196
818	1	0.08864869703
819	1	0.08847274359
820	1	0.08834201971
821	1	0.08814200337
822	1	0.08797772629
823	1	0.08785365565
824	1	0.08767696469
825	1	0.08751165133
826	1	0.08740150282
827	1	0.08724006731
828	1	0.08705016116
829	1	0.08686980461
830	1	0.08667126503
831	1	0.08650164099
832	1	0.08630259783
833	1	0.0861105369
834	1	0.08594038167
835	1	0.08576600373
836	1	0.08559688759
837	1	0.08541368021
838	1	0.08523723195
839	1	0.08505178858
840	1	0.08491283653
841	1	0.08473725376
842	1	0.08460628898
843	1	0.08441344895
844	1	0.08430613104
845	1	0.08417235375
846	1	0.08405697025
847	1	0.08402213742
848	1	0.08382769256
849	1	0.08367106558
850	1	0.08352921548
851	1	0.08338560727
852	1	0.08320515087
853	1	0.08304811122
854	1	0.0829066291
855	1	0.08274877783
856	1	0.08270069431
857	1	0.08252079406
858	1	0.08237330804
859	1	0.08223946392
860	1	0.08211286504
861	1	0.08194735555
862	1	0.08177928033
863	1	0.08161928224
864	1	0.08143350597
865	1	0.08128740438
866	1	0.08116357212
867	1	0.08101060603
868	1	0.08086874487
869	1	0.08073038668
870	1	0.0805955725
871	1	0.08047727796
872	1	0.08031290116
873	1	0.08013622228
874	1	0.07996603771
875	1	0.07981630526
876	1	0.0796496358
877	1	0.079500068
878	1	0.07936944623
879	1	0.0792002797
880	1	0.07904301356
881	1	0.07896841679
882	1	0.07886857697
883	1	0.07878279254
884	1	0.07865931876
885	1	0.07851351991
886	1	0.07834141574
887	1	0.07817782402
888	1	0.07802068208
889	1	0.07785219274
890	1	0.07772485182
891	1	0.07759202793
892	1	0.0774222459
893	1	0.07733082553
894	1	0.07718742848
895	1	0.07706148311
896	1	0.07692023293
897	1	0.07678287026
898	1	0.07667773196
899	1	0.0765567294
900	1	0.07647263985
901	1	0.07633029069
902	1	0.07619609091
903	1	0.07605808907
904	1	0.07592034437
905	1	0.07576633431
906	1	0.07563133326
907	1	0.07554227574
908	1	0.07539493902
909	1	0.0752882559
910	1	0.07513866039
911	1	0.07498738371
912	1	0.0748319275
913	1	0.07471953852
914	1	0.07456381645
915	1	0.07439982653
916	1	0.07432805412
917	1	0.07421640413
918	1	0.07409729987
919	1	0.07392326211
920	1	0.07378799657
921	1	0.07367744726
922	1	0.07358571403
923	1	0.07343638552
924	1	0.07331015453
925	1	0.07317071238
926	1	0.07303126081
927	1	0.07288646564
928	1	0.07281905051
929	1	0.07267684401
930	1	0.07256013634
931	1	0.07245200691
932	1	0.07236857145
933	1	0.07222213573
934	1	0.07207927042
935	1	0.07199619624
936	1	0.07189946574
937	1	0.07175749273
938	1	0.07160240861
939	1	0.07148866862
940	1	0.07139744137
941	1	0.07130570713
942	1	0.07116981146
943	1	0.07106122704
944	1	0.07094879369
945	1	0.07084873785
946	1	0.07075453409
947	1	0.07062835661
948	1	0.07049369113
949	1	0.07037676527
950	1	0.07027515662
951	1	0.07015778043
952	1	0.0700353163
953	1	0.06990736588
954	1	0.06977236573
955	1	0.06965937836
956	1	0.06953337266
957	1	0.06947338292
958	1	0.06936837551
959	1	0.06923993669
960	1	0.06912564652
961	1	0.06903241727
962	1	0.06892693172
963	1	0.06881097772
964	1	0.06872912499
965	1	0.06864021974
966	1	0.06855482328
967	1	0.06844911489
968	1	0.06833495508
969	1	0.06822771935
970	1	0.06811960627
971	1	0.06806122063
972	1	0.06792547674
973	1	0.06782863301
974	1	0.06775548374
975	1	0.06764611608
976	1	0.0675611543
977	1	0.06745947272
978	1	0.0673365855
979	1	0.0672285719
980	1	0.06716694661
981	1	0.06704196983
982	1	0.06697299326
983	1	0.06694819582
984	1	0.06682593752
985	1	0.06674388968
986	1	0.06667735021
987	1	0.06657814531
988	1	0.0664838441
989	1	0.06635451209
990	1	0.06624458962
991	1	0.06613037488
992	1	0.0660211494
993	1	0.06589396641
994	1	0.06577920735
995	1	0.06569630501
996	1	0.06560920908
997	1	0.06548317098
998	1	0.06536531913
999	1	0.06527014162
